"","LY","DY","EP","DE","b/m","tbl","dfy","lty","dfr","ntis","infl","ltr","TMS","DP","svar","date","y"
"1",-1.38527267629339,-0.709468245997055,0.89924156783558,-0.699751268293409,0.069938587900445,-0.502123812439724,-1.69431827888525,-0.558764849768204,-2.06971887622519,3.00425835251783,0.0954713767985001,1.58161165060345,1.50188764341343,0.717869630160967,3.13545772147278,1929-11-01,0.366376339698768
"2",0.366376339698768,-0.608690032822454,0.803517955238444,-0.713039038088618,-0.111351677938772,-1.08428045967982,-1.70146948960144,-0.0698458787525213,2.19061887654544,2.36093031824449,-0.784865648604762,-0.997058781208414,-0.304267896322761,0.615394916956328,0.589443592479119,1929-12-01,0.727503104928054
"3",0.727503104928054,-0.291911521623973,0.246081236129514,-0.0642073409398386,-0.429277413522761,-0.571987806563936,-1.05551516287227,0.310573476839436,0.873897989014173,1.945572628237,-0.773430653969821,-0.725578804794889,-0.325636037537262,0.239377023495238,-0.263217832570052,1930-01-01,0.31051325295619
"4",0.31051325295619,-0.161416400141903,-0.0897167885835095,0.617956840506734,-0.485540938793273,-0.603513831766363,-0.422534947734972,-0.133052306542536,-0.481118495940093,1.9631628061097,-0.762917388371342,0.759541178454538,0.901362353783708,0.109800338400928,-0.231310327239392,1930-02-01,0.749394192458852
"5",0.749394192458852,0.318740679215128,-0.756175260840314,1.28347513395391,-0.355505956661275,-1.15046258050613,0.195692745809316,-0.353684351373547,0.404216792086755,1.54803736913726,-0.753248110867686,0.380861061439379,0.849439471872166,-0.371092555694535,-0.25007045854553,1930-03-01,-0.178220557592085
"6",-0.178220557592085,0.248450790053228,-0.903227147844334,1.89304171174735,-0.241018572999435,-1.05167316702185,0.807553523286598,-0.180288083131571,0.751538617430984,1.12751447028938,1.08910357776901,-0.425167023518617,0.156515575051679,-0.299835171193898,-0.203973579249849,1930-04-01,-0.176899754442264
"7",-0.176899754442264,0.132626074340136,-1.01707237635878,2.4113061333587,-0.16797882036045,-1.78611032026981,1.39919080653702,-0.687746583736492,-0.707490799390831,0.987326611275418,-0.763670001584158,0.842032449658973,1.53050032368352,-0.18307644056412,0.0779041883795092,1930-05-01,-1.48104064146349
"8",-1.48104064146349,-1.03533204926393,-0.16576231877842,2.77887869139805,0.852755400128113,-2.30452646708582,1.90851529350635,-0.73251309328709,0.433741834804517,1.10587326288446,-0.755121871307238,0.108833152608558,1.25316396035585,0.989338401277947,1.06251881543599,1930-06-01,0.620326232972459
"9",0.620326232972459,-0.788190217541763,-0.635626154733677,3.02130243486197,0.649873695953476,-2.21392564025687,2.3184226010941,-0.776491652795798,0.128267183418452,1.29673627305435,-1.63827319727652,-0.0338722385874445,1.14933477531533,0.742870496457101,0.0751113103434334,1930-07-01,0.428552502862771
"10",0.428552502862771,-0.731080468709133,-0.938356092255964,3.17247786130202,0.489950511128669,-2.38059565338843,2.62729147863298,-0.705828411980578,0.94716676805061,0.821051051615389,-0.705931091614164,-0.210287038982431,1.17557628319909,0.687499200096762,-0.015915061474048,1930-08-01,-1.01558180879396
"11",-1.01558180879396,-1.59942489772226,-0.35378470271423,3.24111882456687,1.41537674774571,-1.98460023690294,2.8241060653995,-0.922855528427595,0.204395968081242,0.939474063734024,1.16502465185452,0.311243916430927,1.37071201047744,1.56362238892979,-0.0484053675601901,1930-09-01,-0.770103230348218
"12",-0.770103230348218,-2.08160294369785,-0.0716357773894146,3.26718954196441,2.05476438167941,-1.91407698549781,2.9410287019234,-0.904858974617854,0.0774244284253811,0.974199925059246,-0.71695390634205,-0.027692469742791,1.11168685433694,2.05446942470048,0.912668545504612,1930-10-01,-0.0752889015987164
"13",-0.0752889015987164,-2.09505174602484,-0.255086919991836,3.27362041704915,2.02981592011863,-2.143616559297,3.00647735802386,-1.00173283956842,-0.535989664293879,1.14591154962316,-0.711355927043099,0.033519681352606,1.33395245429343,2.07340942575194,0.29564563429046,1930-11-01,-0.677221722069473
"14",-0.677221722069473,-2.38233784111357,-0.100460846057614,3.25778575902099,2.49808668544742,-1.95506761176541,3.02425128613405,-0.521192764388204,-0.242094290837602,0.561355552917346,-2.44887524784747,-0.943353687439331,0.563664515644919,2.36758913026607,0.39998523583522,1930-12-01,1.1383068956281
"15",1.1383068956281,-2.00358366591599,-0.604295079153393,3.02336434426552,2.16254293074697,-2.07536054755495,2.83374898248322,0.251835766761844,2.52181234008969,-0.0267052213271683,-1.51812939113573,-1.35662115606374,0.386392596374866,1.91514315598619,0.0774465902588248,1931-01-01,1.56175695591377
"16",1.56175695591377,-1.29300779397348,-1.47179640976461,2.85123173077857,1.39087385652535,-2.12346471128348,2.68551641297022,-0.0489250375621902,-0.252243886933675,-0.201248901653543,-1.49125347085159,0.454100750689757,1.75700470938323,1.19920491906268,-0.17926968585373,1931-02-01,-0.539005477263536
"17",-0.539005477263536,-1.55593059651439,-1.19710028287912,2.72137364876108,1.90001608487823,-1.75082653248567,2.56743064651187,-0.40946296202403,-0.192787445411669,-0.409348166976892,-0.580664434253826,0.614715389223706,1.61521323087943,1.47357966769744,-0.0356455378177332,1931-03-01,-0.744501816522349
"18",-0.744501816522349,-1.93195351006186,-0.763206006826327,2.62070391150392,2.56585996463093,-1.59366429983386,2.47072609556368,-0.706130908836788,-0.26480807318188,-0.310943382673759,-0.579273780835278,0.448665847722004,1.39447428834531,1.8657644490544,0.24816247096971,1931-04-01,-1.10621257990113
